"id","activityid","date"
10478,6530,"2020-03-21"
10479,3692,"2018-03-02"
10480,895,"2020-01-23"
10481,11988,"2018-01-04"
10482,8485,"2024-02-05"
10483,3638,"2024-06-23"
10484,5258,"2020-11-26"
10485,752,"2018-12-18"
10486,12878,"2019-07-24"
10487,10095,"2022-05-16"
10488,6352,"2018-02-05"
10489,10296,"2022-09-16"
10490,12141,"2020-09-09"
10491,3838,"2023-12-06"
10492,512,"2022-04-27"
10493,9608,"2022-03-17"
10494,13641,"2020-10-10"
10495,1123,"2019-04-26"
10496,8478,"2017-05-25"
10497,9208,"2019-09-15"
10498,5985,"2017-07-09"
10499,10746,"2020-05-02"
10500,11900,"2019-04-01"
10501,13589,"2020-11-23"
10502,7943,"2024-09-28"
10503,8375,"2018-05-24"
10504,6140,"2018-04-03"
10505,14424,"2022-04-04"
10506,7396,"2018-10-04"
10507,1920,"2023-01-19"
10508,11682,"2021-06-11"
10509,10591,"2023-04-20"
10510,9733,"2019-09-14"
10511,9768,"2021-01-11"
10512,710,"2022-10-11"
10513,4501,"2019-02-27"
10514,9271,"2022-11-11"
10515,14395,"2021-01-15"
10516,13419,"2018-05-20"
10517,328,"2022-06-02"
10518,7354,"2020-02-08"
10519,14147,"2018-01-18"
10520,10665,"2019-11-24"
10521,3004,"2021-03-25"
10522,11461,"2019-03-08"
10523,1893,"2021-01-17"
10524,14596,"2021-12-03"
10525,12795,"2017-11-13"
10526,13065,"2023-08-01"
10527,14841,"2024-05-13"
10528,2675,"2024-08-08"
10529,13904,"2021-02-01"
10530,5094,"2022-11-19"
10531,1089,"2019-11-04"
10532,295,"2018-10-09"
10533,6256,"2023-02-27"
10534,8554,"2020-03-28"
10535,11041,"2022-07-21"
10536,2943,"2021-12-09"
10537,11218,"2019-10-31"
10538,11203,"2020-01-15"
10539,5443,"2018-04-13"
10540,7667,"2018-08-10"
10541,8197,"2021-05-16"
10542,1454,"2020-07-28"
10543,61,"2022-10-15"
10544,2868,"2021-09-22"
10545,264,"2022-02-15"
10546,2216,"2021-05-04"
10547,2553,"2019-03-18"
10548,7444,"2024-01-26"
10549,4593,"2018-09-15"
10550,13410,"2017-07-03"
10551,2733,"2023-09-16"
10552,14846,"2024-07-17"
10553,4427,"2021-06-30"
10554,5835,"2020-01-26"
10555,8240,"2017-10-11"
10556,12113,"2018-09-21"
10557,1235,"2020-07-18"
10558,2011,"2021-04-16"
10559,3320,"2023-01-09"
10560,994,"2022-02-11"
10561,2892,"2019-02-11"
10562,2185,"2018-02-28"
10563,14777,"2021-12-03"
10564,7055,"2023-08-15"
10565,6401,"2023-11-25"
10566,1277,"2021-05-11"
10567,13518,"2017-02-08"
10568,3643,"2022-02-01"
10569,8720,"2020-06-19"
10570,14440,"2022-12-21"
10571,14775,"2019-05-11"
10572,10797,"2024-05-29"
10573,7490,"2024-08-01"
10574,5238,"2022-10-10"
10575,4374,"2022-11-03"
10576,10683,"2024-06-04"
10577,2830,"2022-03-20"
10578,10806,"2022-05-28"
10579,8258,"2018-03-31"
10580,13028,"2017-09-13"
10581,4801,"2021-01-09"
10582,14547,"2017-02-23"
10583,1021,"2019-07-31"
10584,7356,"2020-04-23"
10585,2458,"2024-04-21"
10586,14079,"2022-12-23"
10587,14587,"2023-10-31"
10588,507,"2020-08-27"
10589,4856,"2018-05-15"
10590,3428,"2023-10-26"
10591,11982,"2021-02-10"
10592,8825,"2022-05-28"
10593,10420,"2019-01-06"
10594,13995,"2019-08-24"
10595,3705,"2023-11-02"
10596,6810,"2024-05-10"
10597,13012,"2021-06-30"
10598,8732,"2017-05-15"
10599,11017,"2018-02-21"
10600,10467,"2021-02-14"
10601,3415,"2017-10-24"
10602,4870,"2024-01-07"
10603,1048,"2020-04-28"
10604,9132,"2018-11-25"
10605,12284,"2019-02-22"
10606,4549,"2023-08-26"
10607,11338,"2018-03-17"
10608,3641,"2018-12-30"
10609,8803,"2020-05-08"
10610,10676,"2022-02-07"
10611,11454,"2017-08-20"
10612,11173,"2021-08-30"
10613,5167,"2020-06-27"
10614,6578,"2020-06-27"
10615,10966,"2020-12-17"
10616,12911,"2018-02-10"
10617,9263,"2024-05-03"
10618,12708,"2019-08-02"
10619,9250,"2022-01-02"
10620,7272,"2019-05-31"
10621,10884,"2023-02-07"
10622,13511,"2018-02-19"
10623,7487,"2018-09-21"
10624,1823,"2020-12-24"
10625,13212,"2018-07-27"
10626,13515,"2019-12-02"
10627,6254,"2018-04-04"
10628,2994,"2017-01-05"
10629,2992,"2023-10-15"
10630,5076,"2019-09-05"
10631,4470,"2019-04-27"
10632,10774,"2019-10-06"
10633,10275,"2019-04-04"
10634,12873,"2020-04-04"
10635,8117,"2024-11-03"
10636,4386,"2022-10-29"
10637,13960,"2022-04-21"
10638,11866,"2023-11-12"
10639,3310,"2022-10-06"
10640,5653,"2018-02-06"
10641,12033,"2018-03-27"
10642,5495,"2017-09-21"
10643,12573,"2017-08-02"
10644,8403,"2018-06-01"
10645,12429,"2020-01-28"
10646,10394,"2019-12-08"
10647,8350,"2022-08-14"
10648,5268,"2017-05-25"
10649,14211,"2018-03-18"
10650,4103,"2017-11-29"
10651,10495,"2020-02-23"
10652,4087,"2017-06-30"
10653,14009,"2021-09-15"
10654,15,"2018-02-16"
10655,14346,"2022-06-05"
10656,14702,"2022-11-27"
10657,12298,"2024-09-23"
10658,6579,"2017-05-25"
10659,1811,"2019-06-02"
10660,5862,"2023-06-06"
10661,2693,"2021-07-29"
10662,13279,"2021-11-24"
10663,3972,"2018-01-17"
10664,4378,"2019-05-16"
10665,7573,"2024-04-28"
10666,7840,"2021-06-26"
10667,8420,"2023-09-07"
10668,9760,"2017-03-26"
10669,4187,"2018-01-28"
10670,8962,"2018-12-31"
10671,12737,"2021-02-03"
10672,5273,"2019-01-10"
10673,3550,"2024-08-17"
10674,2652,"2017-01-11"
10675,11442,"2022-03-29"
10676,10118,"2017-05-30"
10677,2494,"2022-02-05"
10678,11625,"2018-03-28"
10679,4300,"2020-08-28"
10680,4689,"2019-09-15"
10681,336,"2018-12-10"
10682,1473,"2017-02-20"
10683,10641,"2021-07-02"
10684,2130,"2024-04-15"
10685,8611,"2017-01-02"
10686,3604,"2023-05-02"
10687,13657,"2019-02-02"
10688,11003,"2023-08-08"
10689,8681,"2022-10-06"
10690,5406,"2019-01-09"
10691,398,"2024-10-30"
10692,1147,"2017-01-27"
10693,3558,"2024-02-03"
10694,6615,"2021-01-22"
10695,11936,"2024-08-31"
10696,4650,"2019-07-12"
10697,9043,"2022-06-30"
10698,11046,"2024-08-25"
10699,14700,"2019-11-30"
10700,8196,"2022-05-17"
10701,8790,"2018-11-27"
10702,6803,"2017-02-14"
10703,14586,"2019-01-12"
10704,12915,"2021-10-19"
10705,14593,"2023-11-03"
10706,14837,"2021-04-29"
10707,13951,"2020-01-04"
10708,7770,"2021-11-23"
10709,12674,"2021-11-13"
10710,14970,"2019-05-21"
10711,14227,"2020-11-05"
10712,10393,"2021-07-15"
10713,1274,"2018-03-05"
10714,747,"2020-11-15"
10715,3905,"2021-03-17"
10716,11709,"2017-03-19"
10717,4927,"2022-07-27"
10718,10478,"2023-08-15"
10719,10885,"2020-02-23"
10720,2819,"2024-11-08"
10721,4810,"2017-04-12"
10722,10437,"2020-10-10"
10723,2989,"2022-01-20"
10724,12276,"2021-11-28"
10725,9605,"2024-02-12"
10726,8779,"2023-07-31"
10727,11852,"2024-06-25"
10728,8211,"2020-10-21"
10729,2780,"2022-12-21"
10730,1035,"2018-10-10"
10731,4102,"2020-04-21"
10732,3474,"2024-07-11"
10733,9340,"2024-11-18"
10734,12845,"2024-12-16"
10735,9153,"2018-07-21"
10736,3236,"2020-06-26"
10737,11317,"2024-06-12"
10738,10958,"2017-03-09"
10739,9530,"2018-04-17"
10740,2058,"2018-12-25"
10741,13330,"2020-03-19"
10742,11000,"2019-08-29"
10743,14136,"2018-05-17"
10744,2062,"2019-12-25"
10745,11476,"2019-06-21"
10746,4642,"2017-09-05"
10747,3985,"2021-02-05"
10748,6545,"2017-08-05"
10749,9301,"2023-04-19"
10750,9519,"2019-07-07"
10751,11073,"2019-06-25"
10752,12472,"2023-07-11"
10753,2904,"2024-12-26"
10754,555,"2023-02-26"
10755,8657,"2019-05-11"
10756,67,"2023-12-03"
10757,1600,"2018-10-11"
10758,7764,"2018-10-16"
10759,13773,"2024-02-15"
10760,8727,"2018-08-27"
10761,10059,"2022-01-03"
10762,4971,"2020-07-21"
10763,14369,"2022-11-06"
10764,4262,"2020-02-26"
10765,12017,"2017-02-07"
10766,2443,"2018-08-09"
10767,4146,"2021-02-20"
10768,5869,"2018-06-30"
10769,8260,"2019-11-18"
10770,6046,"2021-03-16"
10771,192,"2018-02-08"
10772,141,"2024-08-15"
10773,3362,"2024-05-05"
10774,4255,"2019-01-03"
10775,5587,"2019-08-02"
10776,10431,"2019-11-08"
10777,1413,"2022-07-16"
10778,2428,"2021-05-23"
10779,9987,"2022-07-20"
10780,9295,"2017-07-25"
10781,14515,"2021-05-08"
10782,9206,"2020-09-21"
10783,3313,"2024-12-22"
10784,5734,"2021-11-30"
10785,12374,"2023-02-11"
10786,1005,"2021-09-12"
10787,6925,"2019-06-04"
10788,10734,"2024-06-01"
10789,7156,"2023-09-30"
10790,9471,"2019-05-16"
10791,13007,"2017-07-20"
10792,3467,"2023-12-07"
10793,9485,"2019-05-09"
10794,956,"2024-07-17"
10795,265,"2018-01-30"
10796,6861,"2020-12-19"
10797,3051,"2020-11-04"
10798,7550,"2021-12-02"
10799,2826,"2019-06-13"
10800,2096,"2021-04-04"
10801,5881,"2021-05-20"
10802,10102,"2017-10-23"
10803,14766,"2018-06-24"
10804,2292,"2023-07-22"
10805,3102,"2019-11-13"
10806,11444,"2018-04-06"
10807,11403,"2020-11-03"
10808,6967,"2021-01-13"
10809,2320,"2022-07-08"
10810,2500,"2023-03-20"
10811,3000,"2023-05-04"
10812,4260,"2019-09-24"
10813,882,"2022-06-13"
10814,6622,"2024-09-09"
10815,9947,"2019-08-21"
10816,13795,"2020-04-21"
10817,14662,"2018-11-12"
10818,1776,"2020-10-10"
10819,1258,"2023-11-14"
10820,2393,"2021-09-27"
10821,12310,"2017-01-01"
10822,8881,"2023-05-11"
10823,874,"2022-05-23"
10824,11874,"2022-01-29"
10825,4763,"2024-10-05"
10826,5211,"2019-04-17"
10827,7400,"2023-06-21"
10828,397,"2021-12-25"
10829,1535,"2018-10-11"
10830,9820,"2024-02-29"
10831,13098,"2017-08-07"
10832,4444,"2020-09-13"
10833,4610,"2021-07-14"
10834,7129,"2018-12-10"
10835,478,"2018-12-02"
10836,284,"2018-05-31"
10837,12959,"2018-11-19"
10838,9145,"2017-07-24"
10839,11883,"2019-03-06"
10840,13654,"2022-06-03"
10841,10570,"2020-04-29"
10842,12668,"2021-12-02"
10843,460,"2019-03-08"
10844,9107,"2022-12-27"
10845,296,"2023-04-15"
10846,9123,"2017-03-27"
10847,5657,"2020-02-04"
10848,4731,"2017-01-21"
10849,2135,"2018-12-13"
10850,8616,"2023-12-07"
10851,12586,"2018-01-12"
10852,11165,"2024-07-23"
10853,3120,"2024-04-22"
10854,9546,"2023-07-30"
10855,4686,"2018-04-30"
10856,10313,"2023-06-01"
10857,14821,"2019-09-12"
10858,9052,"2021-05-11"
10859,6817,"2018-11-26"
10860,7894,"2018-10-30"
10861,13421,"2020-04-18"
10862,2696,"2024-10-14"
10863,11124,"2023-05-04"
10864,2305,"2022-02-23"
10865,4992,"2023-03-30"
10866,2241,"2019-06-13"
10867,7516,"2021-02-01"
10868,13743,"2020-03-07"
10869,8564,"2023-11-29"
10870,8152,"2022-08-02"
10871,10587,"2021-12-24"
10872,10317,"2018-03-26"
10873,2136,"2024-11-07"
10874,14241,"2023-09-05"
10875,3193,"2020-09-26"
10876,14944,"2017-08-02"
10877,6780,"2017-11-30"
10878,941,"2020-08-23"
10879,10682,"2017-08-15"
10880,10831,"2018-07-11"
10881,10757,"2022-06-07"
10882,7030,"2017-01-02"
10883,9798,"2021-07-30"
10884,3364,"2022-04-06"
10885,9671,"2020-05-01"
10886,14113,"2017-12-12"
10887,12391,"2018-01-31"
10888,10548,"2018-01-22"
10889,9032,"2022-04-08"
10890,11998,"2021-07-27"
10891,976,"2023-04-30"
10892,3429,"2017-09-08"
10893,7879,"2021-12-20"
10894,12325,"2020-08-13"
10895,13491,"2024-05-30"
10896,7740,"2024-12-29"
10897,4604,"2023-05-26"
10898,3495,"2023-12-26"
10899,12923,"2018-11-20"
10900,11642,"2022-05-12"
10901,12021,"2021-10-14"
10902,10374,"2020-10-01"
10903,6917,"2023-05-15"
10904,8218,"2019-04-09"
10905,8194,"2021-07-15"
10906,6676,"2017-11-15"
10907,8235,"2020-01-06"
10908,12498,"2018-10-30"
10909,11626,"2017-07-26"
10910,9822,"2022-01-11"
10911,9433,"2022-09-02"
10912,3450,"2017-12-07"
10913,7294,"2019-06-20"
10914,13087,"2018-02-26"
10915,8538,"2019-06-26"
10916,6210,"2018-11-14"
10917,12647,"2021-03-25"
10918,5310,"2021-04-06"
10919,10191,"2017-10-22"
10920,11872,"2024-06-21"
10921,8145,"2021-07-13"
10922,867,"2024-10-28"
10923,11027,"2020-01-02"
10924,6671,"2022-09-07"
10925,10658,"2019-01-03"
10926,14651,"2019-01-02"
10927,1532,"2023-12-27"
10928,12831,"2023-09-19"
10929,14336,"2019-11-11"
10930,2633,"2022-10-10"
10931,7022,"2024-12-03"
10932,7299,"2022-05-07"
10933,2248,"2017-08-14"
10934,14740,"2022-10-30"
10935,879,"2021-03-14"
10936,3892,"2024-08-01"
10937,9199,"2024-01-30"
10938,9666,"2021-01-06"
10939,1094,"2017-07-02"
10940,9125,"2017-03-25"
10941,14063,"2023-12-13"
10942,7316,"2022-11-20"
10943,14426,"2018-10-09"
10944,3577,"2023-12-10"
10945,12677,"2023-10-27"
10946,652,"2020-06-01"
10947,12889,"2022-06-17"
10948,14976,"2020-09-07"
10949,313,"2023-11-11"
10950,1912,"2020-03-15"
10951,4667,"2018-04-15"
10952,12709,"2021-04-21"
10953,9740,"2022-12-06"
10954,3565,"2019-02-11"
10955,9871,"2017-12-06"
10956,3802,"2022-06-26"
10957,5168,"2019-10-27"
10958,14557,"2021-10-18"
10959,11547,"2020-12-20"
10960,2299,"2018-04-24"
10961,1817,"2019-07-28"
10962,5218,"2022-09-07"
10963,8064,"2018-05-12"
10964,2332,"2024-02-19"
10965,8297,"2017-01-18"
10966,12387,"2020-09-29"
10967,1003,"2019-07-26"
10968,14209,"2017-03-31"
10969,13018,"2020-11-08"
10970,10234,"2018-06-06"
10971,12719,"2021-10-20"
10972,12683,"2024-12-25"
10973,3395,"2018-01-11"
10974,4019,"2024-06-16"
10975,4409,"2018-12-12"
10976,6886,"2021-11-23"
10977,9609,"2018-02-15"
10978,5640,"2020-11-02"
10979,7721,"2017-05-06"
10980,8143,"2024-05-05"
10981,4071,"2022-04-16"
10982,12858,"2023-10-26"
10983,7472,"2024-12-22"
10984,1801,"2020-11-21"
10985,10860,"2017-08-24"
10986,7624,"2018-03-25"
10987,7141,"2023-11-06"
10988,11125,"2017-04-19"
10989,13338,"2023-06-14"
10990,11746,"2020-01-15"
10991,2802,"2021-01-07"
10992,14722,"2021-09-14"
10993,1162,"2017-05-07"
10994,2814,"2018-09-11"
10995,13691,"2024-08-31"
10996,1627,"2019-01-28"
10997,13452,"2018-07-14"
10998,13002,"2023-12-31"
10999,7545,"2022-10-04"
11000,296,"2019-02-26"
11001,8781,"2019-09-19"
11002,1525,"2023-06-04"
11003,12659,"2022-11-29"
11004,14850,"2020-02-13"
11005,8214,"2022-09-28"
11006,4897,"2022-09-28"
11007,14746,"2021-06-17"
11008,11264,"2020-06-03"
11009,7743,"2023-03-01"
11010,8974,"2021-09-02"
11011,580,"2022-12-31"
11012,3774,"2019-02-24"
11013,8718,"2023-04-01"
11014,14195,"2024-07-17"
11015,10928,"2023-11-26"
11016,6000,"2024-07-15"
11017,6985,"2019-11-29"
11018,12865,"2019-01-28"
11019,9747,"2022-08-24"
11020,8769,"2020-10-12"
11021,7294,"2019-09-07"
11022,2467,"2022-10-20"
11023,3576,"2019-10-17"
11024,14425,"2017-08-31"
11025,2326,"2018-04-29"
11026,7675,"2018-07-29"
11027,14789,"2020-04-24"
11028,1774,"2024-08-01"
11029,2639,"2018-07-26"
11030,13912,"2020-03-24"
11031,4746,"2019-02-25"
11032,13955,"2022-05-17"
11033,13363,"2020-03-25"
11034,878,"2018-05-11"
11035,4128,"2019-08-21"
11036,14475,"2018-01-11"
11037,13273,"2022-10-04"
11038,5025,"2024-12-22"
11039,6947,"2024-06-27"
11040,14457,"2023-02-04"
11041,11960,"2023-06-07"
11042,11844,"2023-06-02"
11043,6731,"2020-08-15"
11044,14208,"2022-02-15"
11045,10130,"2017-03-27"
11046,11931,"2018-01-15"
11047,10537,"2018-05-08"
11048,14700,"2022-05-09"
11049,120,"2019-02-13"
11050,12370,"2017-04-16"
11051,11930,"2020-08-21"
11052,11118,"2022-03-11"
11053,12200,"2023-03-04"
11054,9969,"2020-06-14"
11055,9437,"2017-12-07"
11056,14041,"2017-11-17"
11057,5615,"2018-09-29"
11058,9720,"2021-10-06"
11059,6268,"2017-05-13"
11060,11109,"2023-11-25"
11061,12087,"2018-06-10"
11062,10800,"2022-04-24"
11063,13759,"2017-10-14"
11064,4045,"2023-12-31"
11065,11355,"2020-05-05"
11066,3938,"2019-08-24"
11067,7007,"2020-03-28"
11068,2720,"2021-06-19"
11069,6706,"2019-12-19"
11070,3177,"2019-01-12"
11071,14529,"2017-02-19"
11072,9419,"2021-02-16"
11073,14689,"2021-05-01"
11074,8360,"2019-11-09"
11075,5992,"2024-05-20"
11076,7894,"2023-04-22"
11077,304,"2024-10-06"
11078,14785,"2022-07-27"
11079,9395,"2018-06-12"
11080,10331,"2024-03-30"
11081,1061,"2024-10-29"
11082,12932,"2018-10-08"
11083,5328,"2023-03-14"
11084,13692,"2022-04-02"
11085,5668,"2021-02-16"
11086,233,"2020-06-29"
11087,6147,"2023-08-02"
11088,4190,"2023-05-21"
11089,2008,"2020-10-05"
11090,780,"2018-11-12"
11091,12671,"2023-01-12"
11092,2319,"2022-05-28"
11093,4028,"2023-12-19"
11094,7152,"2024-02-21"
11095,12198,"2024-03-30"
11096,9220,"2023-04-08"
11097,9140,"2021-03-04"
11098,1299,"2021-06-09"
11099,10495,"2018-07-04"
11100,1066,"2018-03-25"
11101,7386,"2019-02-08"
11102,9165,"2023-01-27"
11103,8949,"2023-02-08"
11104,5266,"2017-06-11"
11105,9877,"2018-08-09"
11106,5989,"2022-06-15"
11107,4515,"2022-04-26"
11108,12346,"2020-01-08"
11109,6225,"2019-06-16"
11110,7351,"2021-08-30"
11111,9616,"2020-12-11"
11112,3864,"2022-11-25"
11113,7868,"2020-03-22"
11114,969,"2023-05-22"
11115,6827,"2023-02-16"
11116,1058,"2024-07-05"
11117,10429,"2024-03-29"
11118,932,"2024-10-07"
11119,11788,"2019-07-25"
11120,4589,"2017-07-22"
11121,2228,"2017-09-08"
11122,4817,"2019-10-14"
11123,3817,"2023-08-15"
11124,5254,"2023-07-06"
11125,4458,"2017-10-17"
11126,14175,"2020-04-13"
11127,2533,"2018-03-23"
11128,13082,"2024-02-20"
11129,10435,"2017-09-01"
11130,7320,"2020-08-27"
11131,10998,"2021-05-24"
11132,1036,"2019-04-27"
11133,14015,"2022-10-06"
11134,8701,"2020-07-24"
11135,9456,"2024-09-07"
11136,1519,"2023-08-08"
11137,11396,"2017-12-09"
11138,1136,"2019-05-23"
11139,12195,"2024-12-21"
11140,14103,"2021-01-13"
11141,13006,"2021-03-09"
11142,2435,"2020-06-04"
11143,10762,"2019-07-20"
11144,4052,"2024-06-17"
11145,6479,"2023-08-14"
11146,12778,"2020-09-05"
11147,10522,"2017-08-13"
11148,9009,"2024-08-14"
11149,10061,"2023-07-31"
11150,569,"2022-10-28"
11151,9637,"2021-06-22"
11152,7729,"2022-12-24"
11153,54,"2020-11-21"
11154,12377,"2022-05-20"
11155,4169,"2022-08-13"
11156,11104,"2019-01-20"
11157,12682,"2017-11-20"
11158,13805,"2024-12-02"
11159,8010,"2024-09-04"
11160,7164,"2023-03-02"
11161,12067,"2020-04-23"
11162,12426,"2023-01-22"
11163,1250,"2022-11-11"
11164,2749,"2022-02-10"
11165,14094,"2024-10-31"
11166,2452,"2020-12-01"
11167,14539,"2023-03-01"
11168,5874,"2018-02-17"
11169,4806,"2018-06-05"
11170,2364,"2021-10-01"
11171,6841,"2021-04-15"
11172,5558,"2022-04-07"
11173,9401,"2022-04-29"
11174,10724,"2022-03-06"
11175,10947,"2017-05-12"
11176,3592,"2020-09-09"
11177,6936,"2019-08-04"
11178,10510,"2021-11-13"
11179,595,"2021-04-25"
11180,9307,"2023-06-01"
11181,7907,"2017-01-04"
11182,8550,"2021-12-12"
11183,12533,"2023-08-18"
11184,10663,"2020-01-15"
11185,7500,"2019-11-18"
11186,2775,"2018-06-03"
11187,2916,"2019-11-18"
11188,1709,"2023-12-28"
11189,49,"2023-03-13"
11190,9002,"2023-01-13"
11191,1255,"2019-11-15"
11192,11455,"2023-08-08"
11193,8426,"2017-11-23"
11194,771,"2021-03-13"
11195,8498,"2017-05-11"
11196,10922,"2018-03-25"
11197,13276,"2018-10-27"
11198,2144,"2017-09-23"
11199,14951,"2018-02-18"
11200,2933,"2017-02-18"
11201,11137,"2022-01-19"
11202,4730,"2021-01-20"
11203,13156,"2020-03-18"
11204,8528,"2018-06-28"
11205,12325,"2018-08-11"
11206,11775,"2017-04-13"
11207,1055,"2017-09-22"
11208,10667,"2022-01-25"
11209,6350,"2024-11-03"
11210,3170,"2019-05-09"
11211,14313,"2024-09-29"
11212,10869,"2022-01-07"
11213,3102,"2023-01-21"
11214,9151,"2023-09-27"
11215,618,"2017-07-17"
11216,1591,"2018-06-13"
11217,8833,"2024-09-24"
11218,14062,"2024-06-14"
11219,9882,"2017-06-05"
11220,3492,"2022-04-21"
11221,12517,"2021-07-18"
11222,4014,"2023-01-11"
11223,1842,"2019-12-21"
11224,7177,"2024-05-18"
11225,5474,"2020-07-24"
11226,449,"2021-03-30"
11227,5535,"2020-01-02"
11228,209,"2022-10-02"
11229,5691,"2019-07-14"
11230,12043,"2017-05-03"
11231,11803,"2022-08-29"
11232,2554,"2019-12-22"
11233,7723,"2021-02-16"
11234,14387,"2020-03-06"
11235,4040,"2019-01-06"
11236,11632,"2020-12-23"
11237,6929,"2021-07-17"
11238,9242,"2024-07-05"
11239,14490,"2022-09-11"
11240,7373,"2021-04-11"
11241,14637,"2020-11-17"
11242,8748,"2017-08-12"
11243,11838,"2021-06-18"
11244,10673,"2020-02-14"
11245,3297,"2022-05-03"
11246,9949,"2021-01-01"
11247,6887,"2021-09-12"
11248,10291,"2018-09-19"
11249,3474,"2022-08-13"
11250,13992,"2022-06-02"
11251,7525,"2021-07-05"
11252,12958,"2017-02-19"
11253,2387,"2017-02-08"
11254,4578,"2019-07-30"
11255,11380,"2017-01-08"
11256,6852,"2022-01-29"
11257,10974,"2023-07-29"
11258,8215,"2017-04-25"
11259,8824,"2023-03-12"
11260,9666,"2020-06-12"
11261,208,"2017-07-04"
11262,14111,"2022-04-05"
11263,12686,"2022-07-06"
11264,3662,"2020-12-07"
11265,11935,"2021-09-16"
11266,11639,"2021-09-10"
11267,10529,"2017-09-15"
11268,10189,"2022-12-20"
11269,5938,"2020-09-27"
11270,8586,"2018-12-20"
11271,493,"2021-11-07"
11272,12654,"2024-05-25"
11273,6851,"2018-12-10"
11274,7039,"2022-06-20"
11275,7260,"2017-06-13"
11276,11862,"2021-07-27"
11277,7492,"2018-11-12"
11278,7296,"2024-11-03"
11279,6702,"2017-09-10"
11280,9189,"2019-11-16"
11281,4564,"2020-09-02"
11282,910,"2022-12-28"
11283,9677,"2017-10-27"
11284,13564,"2018-07-20"
11285,1854,"2024-04-21"
11286,6006,"2020-02-17"
11287,10134,"2018-09-07"
11288,9400,"2018-06-06"
11289,6945,"2017-01-22"
11290,2155,"2019-05-09"
11291,11824,"2020-04-20"
11292,11619,"2024-11-07"
11293,13597,"2020-12-11"
11294,2033,"2020-05-06"
11295,10781,"2018-11-10"
11296,14303,"2022-01-26"
11297,7625,"2024-08-23"
11298,12547,"2017-06-13"
11299,2105,"2020-01-03"
11300,14128,"2019-07-10"
11301,13091,"2021-01-21"
11302,3366,"2019-10-14"
11303,9538,"2017-03-05"
11304,3690,"2017-01-28"
11305,2002,"2024-11-02"
11306,12758,"2017-11-19"
11307,9919,"2020-01-06"
11308,5872,"2021-09-03"
11309,7133,"2022-03-17"
11310,2642,"2024-09-17"
11311,7303,"2017-12-06"
11312,11698,"2021-03-23"
11313,2516,"2020-08-09"
11314,919,"2023-11-07"
11315,2040,"2023-06-18"
11316,10704,"2022-10-18"
11317,9131,"2022-09-22"
11318,821,"2021-12-18"
11319,1804,"2021-06-06"
11320,3126,"2021-03-15"
11321,13241,"2023-09-29"
11322,5029,"2021-02-19"
11323,2826,"2021-03-03"
11324,6874,"2018-04-27"
11325,2048,"2021-05-20"
11326,10815,"2022-11-12"
11327,5876,"2024-12-23"
11328,1826,"2023-05-28"
11329,4173,"2017-03-17"
11330,1882,"2018-12-31"
11331,8085,"2023-06-19"
11332,1350,"2024-01-30"
11333,2633,"2018-11-26"
11334,5156,"2024-02-29"
11335,10048,"2019-02-24"
11336,14716,"2024-07-03"
11337,14799,"2018-07-09"
11338,13638,"2021-07-15"
11339,3744,"2017-12-20"
11340,9507,"2023-10-18"
11341,14460,"2017-02-03"
11342,1252,"2024-06-27"
11343,2308,"2020-05-27"
11344,1649,"2023-11-19"
11345,2223,"2024-11-19"
11346,3705,"2023-11-14"
11347,5637,"2022-08-31"
11348,3129,"2019-12-19"
11349,3048,"2023-04-25"
11350,7630,"2022-11-13"
11351,12251,"2020-07-07"
11352,886,"2020-03-21"
11353,4829,"2020-03-30"
11354,8813,"2022-02-09"
11355,12165,"2018-03-25"
11356,8758,"2022-10-15"
11357,13702,"2018-04-13"
11358,478,"2019-09-30"
11359,10521,"2023-12-24"
11360,1706,"2022-08-23"
11361,12909,"2019-02-06"
11362,14450,"2020-08-27"
11363,9665,"2020-03-16"
11364,8110,"2017-10-02"
11365,9444,"2022-11-21"
11366,11048,"2020-05-20"
11367,7680,"2021-05-07"
11368,7580,"2023-11-21"
11369,12217,"2017-12-02"
11370,8994,"2024-08-21"
11371,10619,"2019-02-11"
11372,12390,"2023-03-30"
11373,2737,"2019-05-30"
11374,6484,"2018-05-02"
11375,739,"2023-02-06"
11376,977,"2024-12-02"
11377,292,"2022-05-03"
11378,4640,"2022-12-09"
11379,5544,"2023-08-29"
11380,11450,"2021-10-23"
11381,1964,"2023-12-13"
11382,7299,"2024-07-21"
11383,1274,"2022-06-03"
11384,1453,"2018-12-25"
11385,10828,"2023-09-26"
11386,4154,"2020-05-30"
11387,9822,"2023-08-22"
11388,9895,"2023-04-24"
11389,10671,"2024-04-16"
11390,12771,"2024-06-14"
11391,13800,"2020-11-26"
11392,3929,"2018-07-12"
11393,8588,"2019-08-23"
11394,10024,"2018-06-28"
11395,6992,"2018-08-21"
11396,9536,"2019-12-24"
11397,4541,"2021-05-07"
11398,5679,"2022-01-29"
11399,8015,"2017-12-25"
11400,112,"2018-06-26"
11401,7898,"2018-12-28"
11402,9194,"2017-11-15"
11403,3348,"2024-03-26"
11404,728,"2019-11-25"
11405,2857,"2022-08-07"
11406,9072,"2023-08-03"
11407,1930,"2021-09-26"
11408,832,"2018-10-12"
11409,39,"2022-02-15"
11410,16,"2024-08-10"
11411,14641,"2022-04-01"
11412,2358,"2020-03-16"
11413,12172,"2024-11-20"
11414,4357,"2024-07-06"
